"participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur"
56,NA,"Woman",NA,"6","Forward","No",650,635,"2",NA,1.50128850745916,0.501288507459158,422.97,"dec","2","2","3","1","3","5","numeric","dist",NA,124
57,NA,"Woman",NA,"5","Forward","No",500,400,"2",NA,0.999375390381012,-0.000624609618988132,400.25,"dec","3","1","1","3","1","2","numeric","dist",NA,124
58,NA,"Woman",NA,"1","Backward","No",400,375,"3",NA,0.882809925137718,-0.117190074862282,424.78,"dec","3","3","1","4","1","2","numeric","dist",NA,124
59,NA,"Woman",NA,"5","Backward","Yes",500,300,"3",NA,1.30542622166137,0.305426221661372,229.81,"cst","3","2","1","2","1","3","numeric","dist",NA,116
60,NA,"Woman",NA,"2","Forward","No",350,25,"3",NA,5.11247443762781,4.11247443762781,4.89,"acc","2","2","1","3","1","2","numeric","dist",NA,124
61,NA,"Man",NA,"3","Backward","No",380,50,"3",NA,0.538677009265245,-0.461322990734755,92.82,"cst","3","2","1","3","2","2","numeric","dist",NA,116
62,NA,"Man",NA,"5","Forward","No",400,200,"3",NA,0.90843023255814,-0.0915697674418604,220.16,"cst","4","1","1","2","1","5","numeric","dist",NA,116
63,NA,"Woman",NA,"6","Backward","No",500,400,"2",NA,1.50914921712884,0.509149217128844,265.05,"cst","3","2","3","1","1","2","numeric","dist",NA,116
64,NA,"Woman",NA,"2","Forward","Yes",500,350,"3",NA,1.06736604556128,0.067366045561282,327.91,"cst","3","1","1","3","1","2","numeric","dist",NA,116
65,NA,"Man",NA,"2","Forward","No",520,250,"3",NA,0.752015401275418,-0.247984598724582,332.44,"cst","3","3","1","3","1","3","numeric","dist",NA,116
66,NA,"Woman",NA,"6","Backward","No",300,200,"1",NA,0.553464688952845,-0.446535311047155,361.36,"cst","4","2","3","2","1","1","numeric","dist",NA,116
67,NA,"Woman",NA,"1","Forward","No",300,2,"2",NA,0.268096514745308,-0.731903485254692,7.46,"acc","3","2","1","4","1","5","numeric","dist",NA,124
69,NA,"Man",NA,"4","Forward","Yes",450,320,"2",NA,1.2202562538133,0.220256253813301,262.24,"cst","4","2","1","3","1","2","numeric","dist",NA,124
70,NA,"Woman",NA,"3","Forward","No",400,300,"1",NA,1.01770812131081,0.0177081213108082,294.78,"cst","4","2","1","4","1","2","numeric","dist",NA,124
71,NA,"Woman",NA,"4","Backward","No",500,350,"2",NA,1.11867548822195,0.118675488221945,312.87,"cst","4","1","1","3","1","4","numeric","dist",NA,116
72,NA,"Woman",NA,"1","Forward","No",400,30,"1",NA,2.78810408921933,1.78810408921933,10.76,"acc","3","2","1","3","1","2","numeric","dist",NA,116
73,NA,"Woman",NA,"2","Forward","No",500,50,"3",NA,2.10260723296888,1.10260723296888,23.78,"acc","3","3","1","3","3","2","numeric","dist",NA,116
74,NA,"Man",NA,"4","Forward","Yes",600,200,"3",NA,1.45085237577077,0.450852375770765,137.85,"cst","4","3","1","2","2","5","numeric","dist",NA,116
75,NA,"Man",NA,"6","Forward","No",450,180,"2",NA,1.03986135181976,0.0398613518197574,173.1,"cst","4","2","1","2","1","3","numeric","dist",NA,116
76,NA,"Woman",NA,"5","Backward","Yes",500,250,"2",NA,0.917565881230272,-0.0824341187697276,272.46,"cst","3","2","1","3","3","5","numeric","dist",NA,116
77,NA,"Man",NA,"3","Backward","No",620,400,"2",NA,1.29567245400363,0.295672454003628,308.72,"cst","3",NA,"1","3","3","5","numeric","dist",NA,116
78,NA,"Woman",NA,"6","Backward","No",500,300,"1",NA,1.02997219075085,0.0299721907508498,291.27,"cst","3","2","1","4","1","5","numeric","dist",NA,116
79,NA,"Woman",NA,"1","Forward","No",400,300,"2",NA,0.921942224953903,-0.0780577750460971,325.4,"cst","2","1","2","3","3","1","numeric","dist",NA,116
80,NA,"Man",NA,"4","Backward","No",400,20,"2",NA,2.9940119760479,1.9940119760479,6.68,"acc","3","1","1","3","1","1","numeric","dist",NA,124
81,NA,"Man",NA,"5","Backward","No",490,75,"2",NA,2.39234449760766,1.39234449760766,31.35,"acc","2","2","1","3","1","2","numeric","dist",NA,124
82,NA,"Woman",NA,"3","Forward","No",400,200,"2",NA,0.871345793578182,-0.128654206421818,229.53,"cst","2","2","1","2","2","1","numeric","dist",NA,124
83,NA,"Woman",NA,"2","Backward","No",480,320,"2",NA,1.2254432658063,0.225443265806303,261.13,"cst",NA,"2",NA,"3","3","3","numeric","dist",NA,124
85,NA,"Man",NA,"1","Backward","Yes",500,450,"3",NA,1.22890381779453,0.228903817794527,366.18,"cst","3","1","1","3","1","2","numeric","dist",NA,124
86,NA,"Man",NA,"2","Forward","No",650,590,"3",NA,1.85441287402565,0.854412874025647,318.16,"cst","3","2","1","3","2","3","numeric","dist",NA,124
87,NA,"Man",NA,"5","Backward","No",500,470,"3",NA,1.23197903014417,0.231979030144168,381.5,"cst","4","2","1","3","3","3","numeric","dist",NA,124
88,NA,"Man",NA,"3","Forward","Yes",450,10,"3",NA,0.535618639528656,-0.464381360471344,18.67,"acc","2","2","1","2","3","5","numeric","dist",NA,116
89,NA,"Man",NA,"6","Forward","No",450,100,"3",NA,1.40805406927626,0.40805406927626,71.02,"cst","3","4","1","3","2","3","numeric","dist",NA,116
90,NA,"Man",NA,"6","Backward","No",450,150,"3",NA,1.45151925682214,0.45151925682214,103.34,"cst","2","3","1","3","3","2","numeric","dist",NA,116
91,NA,"Man",NA,"2","Forward","No",400,100,"2",NA,0.736377025036819,-0.263622974963181,135.8,"cst","3","2","1","3","2","3","numeric","dist",NA,116
92,NA,"Man",NA,"5","Forward","No",250,NA,NA,NA,NA,NA,227.85,"cst","2","3","1","3","2","5","numeric","dist",NA,116
93,NA,"Man",NA,"4","Forward","No",400,200,"3",NA,0.774863430320406,-0.225136569679594,258.11,"cst","2","1","1","3","2","3","numeric","dist",NA,116
94,NA,"Man",NA,"3","Forward","No",450,350,"3",NA,1.24812780828757,0.248127808287569,280.42,"cst","3","2","2","3","2","5","numeric","dist",NA,116
95,NA,"Woman",NA,"1","Forward","No",600,400,"2",NA,1.03050288540808,0.0305028854080791,388.16,"cst","3","3","1","4","1","5","numeric","dist",NA,116
96,NA,"Man",NA,"6","Forward","No",450,430,"2",NA,1.04406944275829,0.0440694427582857,411.85,"dec","3","3","1","3","1","5","numeric","dist",NA,116
97,NA,"Woman",NA,"5","Forward","No",400,10,"3",NA,1.44092219020173,0.440922190201729,6.94,"acc","2","2","1","2","1","3","numeric","dist",NA,124
98,NA,"Woman",NA,"3","Forward","No",500,75,"2",NA,4.55097087378641,3.55097087378641,16.48,"acc","4",NA,"1","3","1","3","numeric","dist",NA,124
99,NA,"Woman",NA,"2","Forward","No",500,50,"2",NA,1.13610543058396,0.136105430583958,44.01,"acc","3","3","1","3","1","2","numeric","dist",NA,124
100,NA,"Man",NA,"1","Forward","Yes",500,220,"3",NA,2.50028412319582,1.50028412319582,87.99,"cst","4","1","1","4","1","6","numeric","dist",NA,124
101,NA,"Man",NA,"4","Forward","No",380,250,"3",NA,1.22255367010612,0.222553670106118,204.49,"cst","3","3","1","2","2","2","numeric","dist",NA,124
102,NA,"Man",NA,"2","Backward","No",250,160,"2",NA,0.623976288901022,-0.376023711098978,256.42,"cst","2","2","3","2","3","3","numeric","dist",NA,124
104,NA,"Woman",NA,"5","Backward","No",450,250,"2",NA,0.768072751851055,-0.231927248148945,325.49,"cst","3","2","2","3","2","6","numeric","dist",NA,124
105,NA,"Man",NA,"4","Forward","No",350,290,"2",NA,0.78821482931072,-0.21178517068928,367.92,"cst","3","3","1","3","2","5","numeric","dist",NA,124
106,26,"Woman","Left-handed","6","Backward","No",600,100,"1",NA,7.91139240506329,6.91139240506329,12.64,"acc","3","2","1","3","2","3","numeric","dist",NA,116
110,22,"Woman","Right-handed","3","Forward","No",450,30,"3",NA,1.46771037181996,0.467710371819961,20.44,"acc","3","1","2","3","1","3","numeric","dist",NA,116
111,23,"Woman","Left-handed","5","Forward","Yes",390,60,"3",NA,0.69889341875364,-0.30110658124636,85.85,"cst","3","3","2","2","3","2","numeric","dist",NA,116
112,22,"Man","Left-handed","4","Backward","No",400,250,"3",NA,0.769491212410354,-0.230508787589646,324.89,"cst","2","3","1","3","2","5","numeric","dist",NA,116
113,31,"Man","Right-handed","1","Backward","No",350,260,"2",NA,0.800270860906768,-0.199729139093232,324.89,"cst","2","1","1","3","1","3","numeric","dist",NA,116
114,31,"Man","Right-handed","1","Backward","No",350,260,"2",NA,0.800270860906768,-0.199729139093232,324.89,"cst","2","1","1","3","1","3","numeric","dist",NA,116
115,32,"Man","Right-handed","3","Backward","No",300,150,"2",NA,0.39998933361777,-0.60001066638223,375.01,"cst","3","4","1","3","1","1","numeric","dist",NA,116
116,30,"Man","Right-handed","4","Forward","No",200,300,"2",NA,0.790409695692267,-0.209590304307733,379.55,"cst","3","1","1","4","1","1","numeric","dist",NA,116
117,NA,NA,NA,"2","Forward","No",400,220,"2",NA,0.68582829353451,-0.31417170646549,320.78,"cst","3","3","3","1","1","2","numeric","dist",NA,116
118,24,"Woman","Right-handed","5","Forward","No",300,200,"2",NA,0.544573326798453,-0.455426673201547,367.26,"cst","2","2","1","3","2","1","numeric","dist",NA,116
119,49,"Man","Right-handed","6","Forward","No",250,10,"2",NA,2.05338809034908,1.05338809034908,4.87,"acc","4",NA,"2","3","1","3","numeric","dist",NA,124
120,NA,"Man","Right-handed","2","Forward","No",500,80,"3",NA,1.7734426956329,0.773442695632897,45.11,"cst","4","3","1","4","1","5","numeric","dist",NA,124
121,29,"Woman","Right-handed","1","Backward","No",500,150,"2",NA,0.850774204526119,-0.149225795473881,176.31,"cst","3","3","1","2","1","3","numeric","dist",NA,124
122,53,"Woman","Left-handed","4","Backward","No",300,100,"2",NA,0.479363405397632,-0.520636594602368,208.61,"cst","4","1","1","3","1","2","numeric","dist",NA,124
123,61,"Woman","Right-handed","6","Forward","No",500,150,"2",NA,0.623208276205908,-0.376791723794092,240.69,"cst","2","3","2","2","1","5","numeric","dist",NA,124
124,43,"Woman","Right-handed","5","Forward","No",500,400,"3",NA,1.48903696534266,0.489036965342665,268.63,"cst","3","1","1","3","1","2","numeric","dist",NA,124
125,64,"Man","Right-handed","3","Forward","No",350,250,"2",NA,0.658778887454215,-0.341221112545785,379.49,"dec","3","2","1","3","1","5","numeric","dist",NA,124
126,58,"Man","Right-handed","5","Backward","No",410,320,"3",NA,0.782032796500403,-0.217967203499597,409.19,"dec","2","3","1",NA,"1","6","numeric","dist",NA,124
127,52,"Woman","Right-handed","3","Forward","No",600,20,"2",NA,0.838926174496644,-0.161073825503356,23.84,"acc","4","1","4","1","4","1","numeric","dist",NA,116
128,31,"Man","Right-handed","1","Forward","No",450,100,"2",NA,1.09817702613661,0.0981770261366132,91.06,"cst","4","3","1","3","1","1","numeric","dist",NA,116
129,NA,"Woman","Right-handed","2","Forward","No",440,180,"3",NA,1.2396694214876,0.239669421487603,145.2,"cst","3","1","1","2","1","2","numeric","dist",NA,116
130,27,"Man","Right-handed","4","Forward","No",450,50,"3",NA,1.27518490181076,0.275184901810763,39.21,"cst","4","1","1","4","1","2","numeric","dist",NA,116
131,38,"Man","Right-handed","6","Backward","No",200,67,"3",NA,0.801435406698565,-0.198564593301435,83.6,"cst","4","2","1","3","1","3","numeric","dist",NA,116
132,37,"Man","Right-handed","3","Backward","Yes",450,200,"2",NA,1.33120340788072,0.331203407880724,150.24,"cst","2","2","1","3","2","5","numeric","dist",NA,116
133,21,"Woman","Right-handed","3","Backward","No",700,50,"2",NA,3.27225130890052,2.27225130890052,15.28,"acc","3","2","1","3","1","5","numeric","dist",NA,116
134,49,"Man","Right-handed","2","Backward","No",400,200,"2",NA,1.02522042239081,0.025220422390814,195.08,"cst","3","3","1","1","1","6","numeric","dist",NA,116
135,23,"Woman","Right-handed","1","Backward","No",300,180,"2",NA,0.64228367528992,-0.35771632471008,280.25,"cst","3","3","1","3","2","1","numeric","dist",NA,116
136,39,"Man","Right-handed","5","Forward","No",500,NA,"2",NA,NA,NA,305.1,"cst","2","3","3","2","3","1","numeric","dist",NA,116
137,19,"Man","Right-handed","4","Backward","No",170,130,"2",NA,0.52809034407117,-0.47190965592883,246.17,"cst","3","2","1","3","2","2","numeric","dist",NA,116
138,52,"Man","Right-handed","6","Backward","Yes",450,290,"3",NA,1.03479036574487,0.0347903657448706,280.25,"cst","2","1","2","3","3","3","numeric","dist",NA,116
140,35,"Woman","Right-handed","6","Backward","No",500,450,"3",NA,1.1748733747585,0.174873374758498,383.02,"cst","2","3","1","2","3","5","numeric","dist",NA,116
141,21,"Man","Left-handed","1","Backward","No",500,470,"2",NA,1.11276842578782,0.112768425787816,422.37,"dec","3","2","1","3","3","2","numeric","dist",NA,116
142,20,"Woman","Right-handed","3","Backward","No",300,0,"4",NA,0,-1,2.97,"acc","3","1","1","3","2","5","numeric","dist",NA,124
143,38,"Man","Right-handed","5","Forward","No",500,420,"3",NA,2.79552715654952,1.79552715654952,150.24,"cst","4","1","1","3","1","2","numeric","dist",NA,116
144,22,"Man","Right-handed","3","Forward","No",400,380,"3",NA,0.899685110211426,-0.100314889788574,422.37,"dec","3","3","1","3","2","3","numeric","dist",NA,116
145,19,"Man","Left-handed","3","Forward","No",300,16,"3",NA,1.40105078809107,0.401050788091068,11.42,"acc","3","3","3","2","1","5","numeric","dist",NA,124
146,35,"Woman","Left-handed","2","Backward","Yes",408,90,"2",NA,2.04498977505112,1.04498977505112,44.01,"cst","3","3","1","3","2","1","numeric","dist",NA,124
147,27,"Man","Right-handed","5","Backward","No",440,7,"4",NA,1.16086235489221,0.160862354892206,6.03,"acc","2","3","2","3","3","5","numeric","dist",NA,124
148,70,"Man","Right-handed","5","Backward","Yes",450,60,"3",NA,2.1398002853067,1.1398002853067,28.04,"acc","3","2","1","3","2","2","numeric","dist",NA,124
149,18,"Woman","Right-handed","5","Backward","No",350,80,"1",NA,1.13298399660105,0.132983996601048,70.61,"cst","3","3","1","3","1","2","numeric","dist",NA,124
150,49,"Woman","Right-handed","3","Backward","Yes",400,90,"2",NA,1.3215859030837,0.321585903083701,68.1,"cst","2","3","1","4","1","6","numeric","dist",NA,124
151,18,"Woman","Right-handed","1","Backward","No",350,100,"1",NA,1.04004160166407,0.0400416016640665,96.15,"cst","3","3","1","4","1","1","numeric","dist",NA,124
152,20,"Woman","Right-handed","1","Backward","No",400,100,"1",NA,1.04004160166407,0.0400416016640665,96.15,"cst","3","4","1","4","1","1","numeric","dist",NA,124
153,32,"Woman","Right-handed","1","Backward","No",460,300,"2",NA,1.54297176361673,0.542971763616726,194.43,"cst","3","2","2","2","1","5","numeric","dist",NA,124
154,25,"Man","Right-handed","4","Backward","No",400,230,"3",NA,0.897560975609756,-0.102439024390244,256.25,"cst","4","3","2","3","1","5","numeric","dist",NA,124
155,28,"Woman","Right-handed","3","Backward","No",100,140,"2",NA,0.357598978288633,-0.642401021711367,391.5,"dec","3","4","1","4","1","1","numeric","dist",NA,124
156,26,"Man","Right-handed","6","Forward","No",380,290,"3",NA,0.970224155235865,-0.0297758447641351,298.9,"cst","2","3","1","2","2","2","numeric","dist",NA,124
157,67,"Man","Left-handed","4","Forward","No",460,400,"2",NA,1.17851565952683,0.178515659526826,339.41,"cst","2","3","1","1","2","2","numeric","dist",NA,124
159,40,"Man","Right-handed","6","Backward","No",400,380,"2",NA,0.9266484588373,-0.0733515411626999,410.08,"dec","3","4","1","3","1","2","numeric","dist",NA,124
160,20,"Man","Left-handed","3","Backward","No",400,380,"3",NA,0.909003923069563,-0.0909960769304373,418.04,"dec","2","3","2","2","3","4","numeric","dist",NA,124
161,61,"Woman","Right-handed","6","Forward","No",550,35,"3",NA,1.52571926765475,0.525719267654751,22.94,"acc","2","1","1","3","1","2","numeric","dist",NA,116
162,26,"Woman","Right-handed","1","Forward","No",300,50,"1",NA,2.40038406144983,1.40038406144983,20.83,"acc","4","2","1","3","1","3","numeric","dist",NA,116
163,24,"Woman","Left-handed","1","Backward","No",250,40,"1",NA,0.762631077216397,-0.237368922783603,52.45,"cst","3","2","1","3","1","2","numeric","dist",NA,116
164,49,"Woman","Right-handed","2","Backward","No",500,100,"3",NA,1.25754527162978,0.257545271629779,79.52,"cst","3","2","1","2","1","3","numeric","dist",NA,116
165,29,"Man","Right-handed","2","Backward","No",450,100,"3",NA,0.942595909133754,-0.0574040908662457,106.09,"cst","3","3","3","3","1","1","numeric","dist",NA,116
166,25,"Woman","Right-handed","6","Forward","No",200,120,"1",NA,0.801763880537182,-0.198236119462818,149.67,"cst","2","2","1","2","3","2","numeric","dist",NA,116
167,70,"Woman","Right-handed","5","Backward","No",520,250,"3",NA,1.39051115189944,0.390511151899438,179.79,"cst","3","3","1","2","1","2","numeric","dist",NA,116
168,26,"Man","Right-handed","2","Backward","No",700,450,"2",NA,1.52801358234295,0.528013582342954,294.5,"cst","3","1","3","2","4","3","numeric","dist",NA,116
169,29,"Man","Right-handed","2","Forward","Yes",500,300,"3",NA,1.2013455069678,0.201345506967804,249.72,"cst","2","1","2","3","3","3","numeric","dist",NA,116
170,39,"Man","Right-handed","4","Backward","No",500,400,"2",NA,1.3825044067328,0.382504406732797,289.33,"cst","2","1","1","2","2","2","numeric","dist",NA,116
171,22,"Woman","Right-handed","4","Backward","No",600,530,"2",NA,1.56851139390352,0.568511393903522,337.9,"cst","3","2","1","3","2","2","numeric","dist",NA,116
172,40,"Woman","Right-handed","5","Backward","No",500,300,"2",NA,0.938291683608044,-0.0617083163919558,319.73,"cst","2","4","1","4","3","3","numeric","dist",NA,116
173,60,"Woman","Right-handed","4","Forward","No",NA,NA,NA,NA,NA,NA,368.03,"cst","3","1","3","2","1","6","numeric","dist",NA,116
174,42,"Woman","Right-handed","1","Forward","No",350,330,"2",NA,0.779404818138876,-0.220595181861124,423.4,"dec",NA,"1","1","2","2","5","numeric","dist",NA,116
175,29,"Woman","Right-handed","3","Forward","No",250,150,"2",NA,0.378711371440113,-0.621288628559887,396.08,"cst","3","3","1","2","3","1","numeric","dist",NA,116
177,47,"Woman","Right-handed","2","Backward","No",400,250,"3",NA,0.752490744363844,-0.247509255636156,332.23,"cst","3","3","2","3","2","2","numeric","dist",NA,124
178,40,"Woman","Right-handed","6","Backward","No",400,350,"3",NA,0.944592880468518,-0.0554071195314819,370.53,"cst","3","2","1","2","2","3","numeric","dist",NA,124
179,54,"Man","Right-handed","1","Forward","No",650,10,"3",NA,0.983284169124877,-0.0167158308751229,10.17,"acc","3","3","2","3","2","5","numeric","dist",NA,116
182,NA,"Man",NA,"3","Forward","Yes",400,250,"1",NA,1.14468864468864,0.144688644688645,218.4,"cst","4","1","1","3","1","2","numeric","dist",NA,124
187,45,"Man","Right-handed","1","Forward","No",375,350,"3",NA,0.85125012160716,-0.14874987839284,411.16,"dec","3","2","2","2","3","2","numeric","dist",NA,124
188,38,"Man","Right-handed","6","Forward","No",435,60,"2",NA,3.03490136570561,2.03490136570561,19.77,"acc","3","2","1","3","3","6","numeric","dist",NA,116
